,,,
," Paridad PEN / CLP
1 PEN = 261,87 CLP ",,
,,,
,,,
,,,
Date, Price ,% VaR,% Acum
7/5/2013," $ 180,13 ","0,22255606%","2,55052662%"
8/5/2013," $ 180,33 ","0,11103092%","2,66438941%"
9/5/2013," $ 181,76 ","0,79299063%","3,47850840%"
10/5/2013," $ 181,76 ","0,00000000%","3,47850840%"
13/5/2013," $ 183,00 ","0,68221831%","4,18445773%"
14/5/2013," $ 183,83 ","0,45355191%","4,65698833%"
15/5/2013," $ 182,81 ","-0,55486047%","4,07628807%"
16/5/2013," $ 182,35 ","-0,25162737%","3,81440364%"
17/5/2013," $ 181,92 ","-0,23581026%","3,56959863%"
20/5/2013," $ 183,52 ","0,87950748%","4,48050100%"
21/5/2013," $ 183,22 ","-0,16346992%","4,30970680%"
22/5/2013," $ 183,25 ","0,01637376%","4,32678622%"
23/5/2013," $ 182,57 ","-0,37107776%","3,93965272%"
24/5/2013," $ 182,53 ","-0,02190940%","3,91688016%"
27/5/2013," $ 182,92 ","0,21366351%","4,13891261%"
28/5/2013," $ 183,30 ","0,20774109%","4,35525192%"
29/5/2013," $ 181,74 ","-0,85106383%","3,46712212%"
30/5/2013," $ 181,71 ","-0,01650710%","3,45004270%"
31/5/2013," $ 182,41 ","0,38522921%","3,84856248%"
3/6/2013," $ 183,18 ","0,42212598%","4,28693424%"
4/6/2013," $ 184,73 ","0,84616224%","5,16937091%"
5/6/2013," $ 185,35 ","0,33562497%","5,52234557%"
6/6/2013," $ 184,29 ","-0,57189102%","4,91887276%"
7/6/2013," $ 183,75 ","-0,29301644%","4,61144321%"
10/6/2013," $ 182,59 ","-0,63129252%","3,95103900%"
11/6/2013," $ 182,45 ","-0,07667452%","3,87133504%"
12/6/2013," $ 182,52 ","0,03836668%","3,91118702%"
13/6/2013," $ 180,62 ","-1,04098181%","2,82949046%"
14/6/2013," $ 180,33 ","-0,16055808%","2,66438941%"
17/6/2013," $ 180,48 ","0,08318084%","2,74978651%"
18/6/2013," $ 182,28 ","0,99734043%","3,77455167%"
19/6/2013," $ 182,28 ","0,00000000%","3,77455167%"
20/6/2013," $ 184,23 ","1,06978275%","4,88471392%"
21/6/2013," $ 184,29 ","0,03256799%","4,91887276%"
24/6/2013," $ 183,26 ","-0,55890173%","4,33247936%"
25/6/2013," $ 182,26 ","-0,54567281%","3,76316539%"
26/6/2013," $ 181,51 ","-0,41150005%","3,33617990%"
27/6/2013," $ 181,35 ","-0,08814941%","3,24508967%"
28/6/2013," $ 182,62 ","0,70030328%","3,96811842%"
1/7/2013," $ 181,06 ","-0,85423283%","3,07998861%"
2/7/2013," $ 180,50 ","-0,30928974%","2,76117279%"
3/7/2013," $ 180,60 ","0,05540166%","2,81810418%"
4/7/2013," $ 180,59 ","-0,00553710%","2,81241104%"
5/7/2013," $ 182,19 ","0,88598483%","3,72331341%"
8/7/2013," $ 183,23 ","0,57083265%","4,31539994%"
9/7/2013," $ 183,23 ","0,00000000%","4,31539994%"
10/7/2013," $ 182,23 ","-0,54576216%","3,74608597%"
11/7/2013," $ 181,96 ","-0,14816441%","3,59237119%"
12/7/2013," $ 182,50 ","0,29676852%","3,89980074%"
15/7/2013," $ 181,42 ","-0,59178082%","3,28494165%"
16/7/2013," $ 181,83 ","0,22599493%","3,51836038%"
17/7/2013," $ 180,25 ","-0,86894352%","2,61884429%"
18/7/2013," $ 181,35 ","0,61026352%","3,24508967%"
19/7/2013," $ 181,36 ","0,00551420%","3,25078281%"
22/7/2013," $ 181,87 ","0,28120865%","3,54113293%"
23/7/2013," $ 180,51 ","-0,74778688%","2,76686593%"
24/7/2013," $ 181,69 ","0,65370340%","3,43865642%"
25/7/2013," $ 181,37 ","-0,17612417%","3,25647595%"
26/7/2013," $ 182,48 ","0,61200860%","3,88841446%"
29/7/2013," $ 183,88 ","0,76720737%","4,68545403%"
30/7/2013," $ 185,22 ","0,72873613%","5,44833476%"
31/7/2013," $ 183,74 ","-0,79904978%","4,60575007%"
1/8/2013," $ 184,66 ","0,50070752%","5,12951893%"
2/8/2013," $ 183,35 ","-0,70941189%","4,38371762%"
5/8/2013," $ 183,94 ","0,32178893%","4,71961287%"
6/8/2013," $ 184,34 ","0,21746222%","4,94733846%"
7/8/2013," $ 184,38 ","0,02169903%","4,97011102%"
8/8/2013," $ 182,17 ","-1,19861156%","3,71192713%"
9/8/2013," $ 182,20 ","0,01646813%","3,72900655%"
12/8/2013," $ 181,57 ","-0,34577387%","3,37033874%"
13/8/2013," $ 183,07 ","0,82612766%","4,22430971%"
14/8/2013," $ 182,20 ","-0,47522805%","3,72900655%"
15/8/2013," $ 181,81 ","-0,21405049%","3,50697410%"
16/8/2013," $ 183,36 ","0,85253836%","4,38941076%"
19/8/2013," $ 185,92 ","1,39616056%","5,84685454%"
20/8/2013," $ 182,44 ","-1,87177281%","3,86564190%"
21/8/2013," $ 183,41 ","0,53168165%","4,41787646%"
22/8/2013," $ 182,74 ","-0,36530178%","4,03643609%"
23/8/2013," $ 181,39 ","-0,73875451%","3,26786223%"
26/8/2013," $ 182,32 ","0,51270743%","3,79732422%"
27/8/2013," $ 183,58 ","0,69109258%","4,51465983%"
28/8/2013," $ 182,41 ","-0,63732433%","3,84856248%"
29/8/2013," $ 182,05 ","-0,19735760%","3,64360945%"
30/8/2013," $ 181,86 ","-0,10436693%","3,53543980%"
2/9/2013," $ 181,38 ","-0,26393929%","3,26216909%"
3/9/2013," $ 181,20 ","-0,09923917%","3,15969257%"
4/9/2013," $ 181,43 ","0,12693157%","3,29063479%"
5/9/2013," $ 181,01 ","-0,23149424%","3,05152291%"
6/9/2013," $ 180,92 ","-0,04972101%","3,00028466%"
9/9/2013," $ 181,44 ","0,28741985%","3,29632792%"
10/9/2013," $ 181,19 ","-0,13778660%","3,15399943%"
11/9/2013," $ 180,92 ","-0,14901485%","3,00028466%"
12/9/2013," $ 180,99 ","0,03869113%","3,04013664%"
13/9/2013," $ 182,35 ","0,75142273%","3,81440364%"
16/9/2013," $ 181,80 ","-0,30161777%","3,50128096%"
17/9/2013," $ 181,73 ","-0,03850385%","3,46142898%"
18/9/2013," $ 183,05 ","0,72635228%","4,21292343%"
19/9/2013," $ 184,19 ","0,62278066%","4,86194136%"
20/9/2013," $ 180,64 ","-1,92735762%","2,84087674%"
23/9/2013," $ 180,36 ","-0,15500443%","2,68146883%"
24/9/2013," $ 180,65 ","0,16078953%","2,84656988%"
25/9/2013," $ 181,49 ","0,46498754%","3,32479362%"
26/9/2013," $ 181,15 ","-0,18733815%","3,13122687%"
27/9/2013," $ 181,00 ","-0,08280431%","3,04582978%"
30/9/2013," $ 181,42 ","0,23204420%","3,28494165%"
1/10/2013," $ 181,23 ","-0,10472936%","3,17677199%"
2/10/2013," $ 179,99 ","-0,68421343%","2,47082266%"
3/10/2013," $ 179,97 ","-0,01111173%","2,45943638%"
4/10/2013," $ 179,63 ","-0,18892038%","2,26586963%"
7/10/2013," $ 179,62 ","-0,00556700%","2,26017649%"
8/10/2013," $ 179,92 ","0,16701926%","2,43097068%"
9/10/2013," $ 179,64 ","-0,15562472%","2,27156277%"
10/10/2013," $ 179,36 ","-0,15586729%","2,11215485%"
11/10/2013," $ 179,65 ","0,16168599%","2,27725591%"
14/10/2013," $ 179,65 ","0,00000000%","2,27725591%"
15/10/2013," $ 180,37 ","0,40077929%","2,68716197%"
16/10/2013," $ 179,75 ","-0,34373787%","2,33418730%"
17/10/2013," $ 178,94 ","-0,45062587%","1,87304298%"
18/10/2013," $ 180,14 ","0,67061585%","2,55621976%"
21/10/2013," $ 181,45 ","0,72721217%","3,30202106%"
22/10/2013," $ 180,30 ","-0,63378341%","2,64730999%"
23/10/2013," $ 183,15 ","1,58069884%","4,26985482%"
24/10/2013," $ 181,99 ","-0,63336063%","3,60945061%"
25/10/2013," $ 182,99 ","0,54948074%","4,17876459%"
28/10/2013," $ 183,51 ","0,28416853%","4,47480786%"
29/10/2013," $ 184,08 ","0,31060978%","4,79931682%"
30/10/2013," $ 184,87 ","0,42916123%","5,24907486%"
31/10/2013," $ 184,56 ","-0,16768540%","5,07258753%"
1/11/2013," $ 184,65 ","0,04876463%","5,12382579%"
4/11/2013," $ 184,54 ","-0,05957216%","5,06120125%"
5/11/2013," $ 184,61 ","0,03793216%","5,10105323%"
6/11/2013," $ 184,48 ","-0,07041872%","5,02704241%"
7/11/2013," $ 184,91 ","0,23308760%","5,27184742%"
8/11/2013," $ 185,08 ","0,09193662%","5,36863080%"
11/11/2013," $ 185,79 ","0,38361789%","5,77284372%"
12/11/2013," $ 186,65 ","0,46288821%","6,26245374%"
13/11/2013," $ 185,69 ","-0,51433164%","5,71591233%"
14/11/2013," $ 185,59 ","-0,05385320%","5,65898093%"
15/11/2013," $ 185,87 ","0,15087020%","5,81838884%"
18/11/2013," $ 184,93 ","-0,50572981%","5,28323370%"
19/11/2013," $ 185,17 ","0,12977884%","5,41986906%"
20/11/2013," $ 186,22 ","0,56704650%","6,01764873%"
21/11/2013," $ 185,92 ","-0,16109977%","5,84685454%"
22/11/2013," $ 184,93 ","-0,53248709%","5,28323370%"
25/11/2013," $ 185,74 ","0,43800357%","5,74437802%"
26/11/2013," $ 186,22 ","0,25842576%","6,01764873%"
27/11/2013," $ 188,61 ","1,28342820%","7,37830914%"
28/11/2013," $ 188,58 ","-0,01590584%","7,36122972%"
29/11/2013," $ 190,21 ","0,86435465%","8,28921150%"
2/12/2013," $ 190,30 ","0,04731612%","8,34044976%"
3/12/2013," $ 190,37 ","0,03678403%","8,38030174%"
4/12/2013," $ 190,37 ","0,00000000%","8,38030174%"
5/12/2013," $ 189,00 ","-0,71965121%","7,60034159%"
6/12/2013," $ 187,82 ","-0,62433862%","6,92855110%"
9/12/2013," $ 189,17 ","0,71877329%","7,69712496%"
10/12/2013," $ 189,84 ","0,35417878%","8,07856533%"
11/12/2013," $ 190,96 ","0,58997050%","8,71619698%"
12/12/2013," $ 191,26 ","0,15710096%","8,88699118%"
13/12/2013," $ 190,74 ","-0,27188121%","8,59094791%"
16/12/2013," $ 191,00 ","0,13631121%","8,73896954%"
17/12/2013," $ 190,43 ","-0,29842932%","8,41446058%"
18/12/2013," $ 189,25 ","-0,61965027%","7,74267008%"
19/12/2013," $ 191,29 ","1,07793923%","8,90407059%"
20/12/2013," $ 191,56 ","0,14114695%","9,05778537%"
23/12/2013," $ 190,09 ","-0,76738359%","8,22089382%"
24/12/2013," $ 189,90 ","-0,09995265%","8,11272417%"
25/12/2013," $ 190,01 ","0,05792522%","8,17534870%"
26/12/2013," $ 188,19 ","-0,95784432%","7,13919727%"
27/12/2013," $ 187,57 ","-0,32945427%","6,78622260%"
30/12/2013," $ 188,15 ","0,30921789%","7,11642471%"
31/12/2013," $ 188,00 ","-0,07972362%","7,03102761%"
1/1/2014," $ 187,94 ","-0,03191489%","6,99686877%"
2/1/2014," $ 188,70 ","0,40438438%","7,42954740%"
3/1/2014," $ 188,54 ","-0,08479067%","7,33845716%"
6/1/2014," $ 189,79 ","0,66298929%","8,05009963%"
7/1/2014," $ 189,36 ","-0,22656620%","7,80529462%"
8/1/2014," $ 190,78 ","0,74989438%","8,61372047%"
9/1/2014," $ 190,29 ","-0,25684034%","8,33475662%"
10/1/2014," $ 189,28 ","-0,53076883%","7,75974950%"
13/1/2014," $ 188,83 ","-0,23774303%","7,50355821%"
14/1/2014," $ 188,72 ","-0,05825346%","7,44093367%"
15/1/2014," $ 188,67 ","-0,02649428%","7,41246798%"
16/1/2014," $ 189,63 ","0,50882493%","7,95900939%"
17/1/2014," $ 191,74 ","1,11269314%","9,16026188%"
20/1/2014," $ 192,32 ","0,30249296%","9,49046399%"
21/1/2014," $ 193,91 ","0,82674709%","10,39567321%"
22/1/2014," $ 193,13 ","-0,40224847%","9,95160831%"
23/1/2014," $ 194,48 ","0,69901103%","10,72018218%"
24/1/2014," $ 194,90 ","0,21596051%","10,95929405%"
27/1/2014," $ 194,69 ","-0,10774756%","10,83973812%"
28/1/2014," $ 193,45 ","-0,63690996%","10,13378878%"
29/1/2014," $ 194,28 ","0,42905143%","10,60631939%"
30/1/2014," $ 194,50 ","0,11323862%","10,73156846%"
31/1/2014," $ 196,75 ","1,15681234%","12,01252491%"
3/2/2014," $ 199,13 ","1,20965693%","13,36749217%"
4/2/2014," $ 196,89 ","-1,12489329%","12,09222886%"
5/2/2014," $ 197,52 ","0,31997562%","12,45089667%"
6/2/2014," $ 195,24 ","-1,15431349%","11,15286080%"
7/2/2014," $ 196,37 ","0,57877484%","11,79618560%"
10/2/2014," $ 196,89 ","0,26480623%","12,09222886%"
11/2/2014," $ 196,43 ","-0,23363299%","11,83034443%"
12/2/2014," $ 195,65 ","-0,39708802%","11,38627953%"
13/2/2014," $ 194,83 ","-0,41911577%","10,91944207%"
14/2/2014," $ 194,33 ","-0,25663399%","10,63478508%"
17/2/2014," $ 194,74 ","0,21098132%","10,86820381%"
18/2/2014," $ 195,51 ","0,39539899%","11,30657558%"
19/2/2014," $ 197,04 ","0,78256867%","12,17762596%"
20/2/2014," $ 197,90 ","0,43645960%","12,66723598%"
21/2/2014," $ 197,84 ","-0,03031834%","12,63307714%"
24/2/2014," $ 197,35 ","-0,24767489%","12,35411329%"
25/2/2014," $ 197,95 ","0,30402838%","12,69570168%"
26/2/2014," $ 199,75 ","0,90932054%","13,72046684%"
27/2/2014," $ 199,88 ","0,06508135%","13,79447765%"
28/2/2014," $ 199,79 ","-0,04502702%","13,74323940%"
3/3/2014," $ 200,19 ","0,20021022%","13,97096499%"
4/3/2014," $ 199,83 ","-0,17982916%","13,76601196%"
5/3/2014," $ 200,50 ","0,33528499%","14,14745232%"
6/3/2014," $ 199,46 ","-0,51870324%","13,55536578%"
7/3/2014," $ 201,98 ","1,26341121%","14,99003701%"
10/3/2014," $ 202,96 ","0,48519655%","15,54796470%"
11/3/2014," $ 205,57 ","1,28596768%","17,03387418%"
12/3/2014," $ 203,79 ","-0,86588510%","16,02049530%"
13/3/2014," $ 204,88 ","0,53486432%","16,64104754%"
14/3/2014," $ 204,12 ","-0,37094885%","16,20836892%"
17/3/2014," $ 203,57 ","-0,26944934%","15,89524623%"
18/3/2014," $ 202,43 ","-0,56000393%","15,24622829%"
19/3/2014," $ 202,18 ","-0,12349948%","15,10389980%"
20/3/2014," $ 200,84 ","-0,66277574%","14,34101907%"
21/3/2014," $ 199,95 ","-0,44313882%","13,83432963%"
24/3/2014," $ 200,26 ","0,15503876%","14,01081697%"
25/3/2014," $ 198,64 ","-0,80894837%","13,08852832%"
26/3/2014," $ 197,02 ","-0,81554571%","12,16623968%"
27/3/2014," $ 196,57 ","-0,22840321%","11,91004839%"
28/3/2014," $ 195,63 ","-0,47820115%","11,37489325%"
31/3/2014," $ 195,11 ","-0,26580790%","11,07884999%"
1/4/2014," $ 196,84 ","0,88667931%","12,06376317%"
2/4/2014," $ 196,95 ","0,05588295%","12,12638770%"
3/4/2014," $ 197,79 ","0,42650419%","12,60461144%"
4/4/2014," $ 197,32 ","-0,23762576%","12,33703387%"
7/4/2014," $ 196,71 ","-0,30914251%","11,98975235%"
8/4/2014," $ 195,61 ","-0,55919882%","11,36350697%"
9/4/2014," $ 196,09 ","0,24538623%","11,63677768%"
10/4/2014," $ 193,39 ","-1,37691876%","10,09962995%"
11/4/2014," $ 197,13 ","1,93391592%","12,22886422%"
14/4/2014," $ 197,31 ","0,09131030%","12,33134073%"
15/4/2014," $ 200,12 ","1,42415488%","13,93111301%"
16/4/2014," $ 200,68 ","0,27983210%","14,24992884%"
17/4/2014," $ 200,94 ","0,12955950%","14,39795047%"
18/4/2014," $ 200,90 ","-0,01990644%","14,37517791%"
21/4/2014," $ 201,05 ","0,07466401%","14,46057501%"
22/4/2014," $ 202,13 ","0,53717981%","15,07543410%"
23/4/2014," $ 201,65 ","-0,23747093%","14,80216339%"
24/4/2014," $ 200,48 ","-0,58021324%","14,13606604%"
25/4/2014," $ 200,00 ","-0,23942538%","13,86279533%"
28/4/2014," $ 199,00 ","-0,50000000%","13,29348135%"
29/4/2014," $ 200,32 ","0,66331658%","14,04497580%"
30/4/2014," $ 200,93 ","0,30451278%","14,39225733%"
1/5/2014," $ 201,21 ","0,13935201%","14,55166524%"
2/5/2014," $ 200,89 ","-0,15903782%","14,36948477%"
5/5/2014," $ 202,22 ","0,66205386%","15,12667236%"
6/5/2014," $ 202,39 ","0,08406686%","15,22345574%"
7/5/2014," $ 201,77 ","-0,30633925%","14,87048107%"
8/5/2014," $ 198,31 ","-1,71482381%","12,90065471%"
9/5/2014," $ 198,64 ","0,16640613%","13,08852832%"
12/5/2014," $ 197,82 ","-0,41280709%","12,62169086%"
13/5/2014," $ 197,23 ","-0,29825094%","12,28579562%"
14/5/2014," $ 198,30 ","0,54251382%","12,89496157%"
15/5/2014," $ 198,41 ","0,05547151%","12,95758611%"
16/5/2014," $ 198,10 ","-0,15624212%","12,78109878%"
19/5/2014," $ 196,47 ","-0,82281676%","11,85311699%"
20/5/2014," $ 197,96 ","0,75838550%","12,70139482%"
21/5/2014," $ 197,92 ","-0,02020610%","12,67862226%"
22/5/2014," $ 198,27 ","0,17683913%","12,87788215%"
23/5/2014," $ 198,61 ","0,17148333%","13,07144890%"
26/5/2014," $ 198,75 ","0,07048990%","13,15115286%"
27/5/2014," $ 199,07 ","0,16100629%","13,33333333%"
28/5/2014," $ 198,97 ","-0,05023359%","13,27640194%"
29/5/2014," $ 198,82 ","-0,07538825%","13,19100484%"
30/5/2014," $ 198,78 ","-0,02011870%","13,16823228%"
2/6/2014," $ 195,86 ","-1,46896066%","11,50583547%"
3/6/2014," $ 197,74 ","0,95986929%","12,57614574%"
4/6/2014," $ 198,10 ","0,18205725%","12,78109878%"
5/6/2014," $ 197,58 ","-0,26249369%","12,48505551%"
6/6/2014," $ 197,00 ","-0,29355198%","12,15485340%"
9/6/2014," $ 197,45 ","0,22842640%","12,41104469%"
10/6/2014," $ 198,60 ","0,58242593%","13,06575576%"
11/6/2014," $ 198,39 ","-0,10574018%","12,94619983%"
12/6/2014," $ 198,33 ","-0,03024346%","12,91204099%"
13/6/2014," $ 199,66 ","0,67059951%","13,66922858%"
16/6/2014," $ 198,49 ","-0,58599619%","13,00313123%"
17/6/2014," $ 199,87 ","0,69524913%","13,78878451%"
18/6/2014," $ 198,84 ","-0,51533497%","13,20239112%"
19/6/2014," $ 198,71 ","-0,06537920%","13,12838030%"
20/6/2014," $ 198,12 ","-0,29691510%","12,79248506%"
23/6/2014," $ 197,00 ","-0,56531395%","12,15485340%"
24/6/2014," $ 197,00 ","0,00000000%","12,15485340%"
25/6/2014," $ 196,26 ","-0,37563452%","11,73356106%"
26/6/2014," $ 195,95 ","-0,15795373%","11,55707373%"
27/6/2014," $ 197,25 ","0,66343455%","12,29718190%"
30/6/2014," $ 197,41 ","0,08111534%","12,38827213%"
1/7/2014," $ 197,42 ","0,00506560%","12,39396527%"
2/7/2014," $ 197,46 ","0,02026137%","12,41673783%"
3/7/2014," $ 197,73 ","0,13673655%","12,57045260%"
4/7/2014," $ 198,32 ","0,29838669%","12,90634785%"
7/7/2014," $ 198,26 ","-0,03025413%","12,87218901%"
8/7/2014," $ 198,55 ","0,14627257%","13,03729007%"
9/7/2014," $ 198,86 ","0,15613196%","13,21377740%"
10/7/2014," $ 199,16 ","0,15085990%","13,38457159%"
11/7/2014," $ 198,81 ","-0,17573810%","13,18531170%"
14/7/2014," $ 199,02 ","0,10562849%","13,30486763%"
15/7/2014," $ 199,98 ","0,48236358%","13,85140905%"
16/7/2014," $ 200,99 ","0,50505051%","14,42641617%"
17/7/2014," $ 202,52 ","0,76123190%","15,29746655%"
18/7/2014," $ 203,19 ","0,33083152%","15,67890692%"
21/7/2014," $ 202,47 ","-0,35434815%","15,26900085%"
22/7/2014," $ 202,38 ","-0,04445103%","15,21776260%"
23/7/2014," $ 202,07 ","-0,15317719%","15,04127526%"
24/7/2014," $ 202,32 ","0,12371950%","15,18360376%"
25/7/2014," $ 201,99 ","-0,16310795%","14,99573015%"
28/7/2014," $ 202,40 ","0,20298035%","15,22914888%"
29/7/2014," $ 203,01 ","0,30138340%","15,57643040%"
30/7/2014," $ 205,14 ","1,04920940%","16,78906917%"
31/7/2014," $ 204,23 ","-0,44359949%","16,27099345%"
1/8/2014," $ 204,80 ","0,27909710%","16,59550242%"
4/8/2014," $ 203,71 ","-0,53222656%","15,97495019%"
5/8/2014," $ 205,10 ","0,68234255%","16,76629661%"
6/8/2014," $ 205,11 ","0,00487567%","16,77198975%"
7/8/2014," $ 205,19 ","0,03900346%","16,81753487%"
8/8/2014," $ 205,72 ","0,25829719%","17,11927128%"
11/8/2014," $ 205,84 ","0,05833171%","17,18758896%"
12/8/2014," $ 206,37 ","0,25748154%","17,48932536%"
13/8/2014," $ 206,26 ","-0,05330232%","17,42670083%"
14/8/2014," $ 206,79 ","0,25695724%","17,72843723%"
15/8/2014," $ 205,83 ","-0,46423908%","17,18189582%"
18/8/2014," $ 204,82 ","-0,49069621%","16,60688870%"
19/8/2014," $ 205,60 ","0,38082219%","17,05095360%"
20/8/2014," $ 206,34 ","0,35992218%","17,47224594%"
21/8/2014," $ 206,48 ","0,06784918%","17,55194990%"
22/8/2014," $ 206,09 ","-0,18888028%","17,32991745%"
25/8/2014," $ 205,70 ","-0,18923771%","17,10788500%"
26/8/2014," $ 206,67 ","0,47156053%","17,66011956%"
27/8/2014," $ 207,04 ","0,17902937%","17,87076573%"
28/8/2014," $ 209,16 ","1,02395672%","19,07771136%"
29/8/2014," $ 206,28 ","-1,37693632%","17,43808711%"
1/9/2014," $ 207,22 ","0,45569129%","17,97324224%"
2/9/2014," $ 206,90 ","-0,15442525%","17,79106177%"
3/9/2014," $ 206,41 ","-0,23682939%","17,51209792%"
4/9/2014," $ 207,85 ","0,69764062%","18,33191005%"
5/9/2014," $ 205,87 ","-0,95261006%","17,20466837%"
8/9/2014," $ 205,54 ","-0,16029533%","17,01679476%"
9/9/2014," $ 207,00 ","0,71032402%","17,84799317%"
10/9/2014," $ 206,68 ","-0,15458937%","17,66581270%"
11/9/2014," $ 206,31 ","-0,17902071%","17,45516652%"
12/9/2014," $ 207,79 ","0,71736707%","18,29775121%"
15/9/2014," $ 208,15 ","0,17325184%","18,50270424%"
16/9/2014," $ 207,29 ","-0,41316358%","18,01309422%"
17/9/2014," $ 208,87 ","0,76221718%","18,91261030%"
18/9/2014," $ 208,74 ","-0,06223967%","18,83859949%"
19/9/2014," $ 208,04 ","-0,33534541%","18,44007970%"
22/9/2014," $ 209,39 ","0,64891367%","19,20865357%"
23/9/2014," $ 208,54 ","-0,40594107%","18,72473669%"
24/9/2014," $ 207,81 ","-0,35005275%","18,30913749%"
25/9/2014," $ 207,04 ","-0,37053077%","17,87076573%"
26/9/2014," $ 207,49 ","0,21734930%","18,12695702%"
29/9/2014," $ 207,74 ","0,12048773%","18,26928551%"
30/9/2014," $ 207,01 ","-0,35140079%","17,85368631%"
1/10/2014," $ 206,52 ","-0,23670354%","17,57472246%"
2/10/2014," $ 205,49 ","-0,49874104%","16,98832906%"
3/10/2014," $ 205,74 ","0,12166042%","17,13065756%"
6/10/2014," $ 206,13 ","0,18955964%","17,35269001%"
7/10/2014," $ 205,04 ","-0,52879251%","16,73213777%"
8/10/2014," $ 203,91 ","-0,55111198%","16,08881298%"
9/10/2014," $ 203,79 ","-0,05884949%","16,02049530%"
10/10/2014," $ 204,29 ","0,24535061%","16,30515229%"
13/10/2014," $ 202,71 ","-0,77341035%","15,40563621%"
14/10/2014," $ 202,84 ","0,06413102%","15,47964703%"
15/10/2014," $ 202,56 ","-0,13803983%","15,32023911%"
16/10/2014," $ 202,75 ","0,09379937%","15,42840877%"
17/10/2014," $ 201,96 ","-0,38964242%","14,97865073%"
20/10/2014," $ 201,84 ","-0,05941771%","14,91033305%"
21/10/2014," $ 200,98 ","-0,42608006%","14,42072303%"
22/10/2014," $ 201,45 ","0,23385411%","14,68830060%"
23/10/2014," $ 200,91 ","-0,26805659%","14,38087105%"
24/10/2014," $ 200,72 ","-0,09456971%","14,27270139%"
27/10/2014," $ 200,64 ","-0,03985652%","14,22715628%"
28/10/2014," $ 198,80 ","-0,91706539%","13,17961856%"
29/10/2014," $ 198,16 ","-0,32193159%","12,81525761%"
30/10/2014," $ 197,75 ","-0,20690351%","12,58183888%"
31/10/2014," $ 196,86 ","-0,45006321%","12,07514944%"
3/11/2014," $ 199,18 ","1,17850249%","13,39595787%"
4/11/2014," $ 199,97 ","0,39662617%","13,84571591%"
5/11/2014," $ 201,35 ","0,69010352%","14,63136920%"
6/11/2014," $ 201,97 ","0,30792153%","14,98434387%"
7/11/2014," $ 200,34 ","-0,80705055%","14,05636208%"
10/11/2014," $ 200,59 ","0,12478786%","14,19869058%"
11/11/2014," $ 201,54 ","0,47360287%","14,73953886%"
12/11/2014," $ 202,58 ","0,51602660%","15,33162539%"
13/11/2014," $ 203,05 ","0,23200711%","15,59920296%"
14/11/2014," $ 202,58 ","-0,23147008%","15,33162539%"
17/11/2014," $ 203,38 ","0,39490572%","15,78707657%"
18/11/2014," $ 204,05 ","0,32943259%","16,16851694%"
19/11/2014," $ 205,37 ","0,64690027%","16,92001139%"
20/11/2014," $ 205,14 ","-0,11199299%","16,78906917%"
21/11/2014," $ 203,92 ","-0,59471580%","16,09450612%"
24/11/2014," $ 204,54 ","0,30404080%","16,44748079%"
25/11/2014," $ 205,53 ","0,48401291%","17,01110162%"
26/11/2014," $ 205,71 ","0,08757846%","17,11357814%"
27/11/2014," $ 206,45 ","0,35972972%","17,53487048%"
28/11/2014," $ 208,04 ","0,77016227%","18,44007970%"
1/12/2014," $ 208,88 ","0,40376851%","18,91830344%"
2/12/2014," $ 208,81 ","-0,03351206%","18,87845147%"
3/12/2014," $ 206,97 ","-0,88118385%","17,83091375%"
4/12/2014," $ 206,96 ","-0,00483162%","17,82522061%"
5/12/2014," $ 207,09 ","0,06281407%","17,89923143%"
8/12/2014," $ 206,45 ","-0,30904438%","17,53487048%"
9/12/2014," $ 207,76 ","0,63453621%","18,28067179%"
10/12/2014," $ 206,68 ","-0,51983057%","17,66581270%"
11/12/2014," $ 207,81 ","0,54673892%","18,30913749%"
12/12/2014," $ 208,66 ","0,40902748%","18,79305437%"
15/12/2014," $ 208,78 ","0,05750982%","18,86137205%"
16/12/2014," $ 209,06 ","0,13411246%","19,02077996%"
17/12/2014," $ 208,81 ","-0,11958289%","18,87845147%"
18/12/2014," $ 209,08 ","0,12930415%","19,03216624%"
19/12/2014," $ 205,97 ","-1,48746891%","17,26159977%"
22/12/2014," $ 204,88 ","-0,52920328%","16,64104754%"
23/12/2014," $ 204,84 ","-0,01952362%","16,61827498%"
24/12/2014," $ 204,57 ","-0,13181019%","16,46456020%"
25/12/2014," $ 204,54 ","-0,01466491%","16,44748079%"
26/12/2014," $ 203,94 ","-0,29334116%","16,10589240%"
29/12/2014," $ 203,52 ","-0,20594292%","15,86678053%"
30/12/2014," $ 202,86 ","-0,32429245%","15,49103330%"
31/12/2014," $ 203,01 ","0,07394262%","15,57643040%"
1/1/2015," $ 202,88 ","-0,06403625%","15,50241958%"
2/1/2015," $ 207,00 ","2,03075710%","17,84799317%"
5/1/2015," $ 206,44 ","-0,27053140%","17,52917734%"
6/1/2015," $ 206,45 ","0,00484402%","17,53487048%"
7/1/2015," $ 205,33 ","-0,54250424%","16,89723883%"
8/1/2015," $ 205,55 ","0,10714460%","17,02248790%"
9/1/2015," $ 205,65 ","0,04864996%","17,07941930%"
12/1/2015," $ 206,51 ","0,41818624%","17,56902932%"
13/1/2015," $ 207,32 ","0,39223282%","18,03017364%"
14/1/2015," $ 208,75 ","0,68975497%","18,84429263%"
